customer_id,full_name,first_purchase_date,last_purchase_date,customer_age_days,ingresos_t,margen_total,margen_t,num_ventas,num_lineas,r_t,frecuencia_t,ticket_medio,cltv,segmento_cltv,dias_sin_compra,churn_proxy,num_devoluciones,tasa_devolucion,R_score,F_score,M_score,rfm_score,segmento_rfm
525,Sergio Pérez Fernández,2020-05-11,2025-06-28,1874,8298.47,2887.64,0.348,17,46,62.4667,0.2721,488.1453,49089.88,Alto,185,True,2,0.0435,3,4,4,11,Leales
526,Lucía Díaz Pérez,2020-01-07,2025-10-08,2101,7926.55,3122.8,0.394,17,40,70.0333,0.2427,466.2676,53087.6,Alto,83,False,1,0.025,4,4,4,12,Champions
527,Carlos Ruiz Álvarez,2020-01-05,2025-02-26,1879,10223.66,3993.72,0.3906,19,43,62.6333,0.3034,538.0874,75880.68,Alto,307,True,1,0.0233,3,4,4,11,Leales
528,Sergio Díaz Fernández,2020-01-29,2025-10-19,2090,14975.56,5846.56,0.3904,21,58,69.6667,0.3014,713.1219,122777.76,Alto,72,False,2,0.0345,4,4,4,12,Champions
529,María Sánchez Martínez,2020-03-13,2025-10-04,2031,11629.83,4508.24,0.3876,20,51,67.7,0.2954,581.4915,90164.8,Alto,87,False,5,0.098,4,4,4,12,Champions
530,Javier García López,2020-04-07,2025-07-22,1932,11093.04,4437.52,0.4,20,52,64.4,0.3106,554.652,88750.4,Alto,161,False,2,0.0385,3,4,4,11,Leales
531,Laura Gómez Díaz,2020-02-23,2025-05-07,1900,11548.52,4475.68,0.3876,24,51,63.3333,0.3789,481.1883,107416.32,Alto,237,True,2,0.0392,3,4,4,11,Leales
532,María Díaz Martínez,2020-06-04,2025-12-12,2017,14220.47,5448.56,0.3831,24,64,67.2333,0.357,592.5196,130765.44,Alto,18,False,3,0.0469,4,4,4,12,Champions
533,Lucía García Pérez,2020-01-03,2025-10-25,2122,7073.18,2589.48,0.3661,15,32,70.7333,0.2121,471.5453,38842.2,Alto,66,False,2,0.0625,4,4,4,12,Champions
534,Sergio Álvarez Sánchez,2020-01-02,2025-02-24,1880,11011.28,4404.76,0.4,17,44,62.6667,0.2713,647.7224,74880.92,Alto,309,True,4,0.0909,3,4,4,11,Leales
535,María García López,2020-04-06,2025-09-16,1989,14118.24,5647.64,0.4,20,61,66.3,0.3017,705.912,112952.8,Alto,105,False,6,0.0984,3,4,4,11,Leales
536,Javier Martínez Gómez,2020-01-19,2025-07-27,2016,14407.19,5619.24,0.39,22,63,67.2,0.3274,654.8723,123623.28,Alto,156,False,3,0.0476,3,4,4,11,Leales
537,Lucía Gómez Gómez,2020-06-25,2025-09-15,1908,7934.73,2886.12,0.3637,13,38,63.6,0.2044,610.3638,37519.56,Alto,106,False,1,0.0263,3,4,4,11,Leales
538,María García Martínez,2020-03-04,2025-10-04,2040,14495.63,5606.56,0.3868,25,72,68.0,0.3676,579.8252,140164.0,Alto,87,False,4,0.0556,4,4,4,12,Champions
539,María Sánchez Díaz,2020-04-22,2025-11-03,2021,10007.37,3859.2,0.3856,16,36,67.3667,0.2375,625.4606,61747.2,Alto,57,False,0,0.0,4,4,4,12,Champions
540,Sergio Díaz Gómez,2020-01-24,2025-07-17,2001,15886.86,6259.12,0.394,21,57,66.7,0.3148,756.5171,131441.52,Alto,166,False,2,0.0351,3,4,4,11,Leales
541,Laura Gómez Fernández,2020-01-22,2025-11-25,2134,11592.42,4637.24,0.4,21,46,71.1333,0.2952,552.02,97382.04,Alto,35,False,5,0.1087,4,4,4,12,Champions
542,Carlos García Pérez,2020-02-14,2025-12-18,2134,20042.69,7729.6,0.3857,25,73,71.1333,0.3515,801.7076,193240.0,Alto,12,False,5,0.0685,4,4,4,12,Champions
543,Alejandro Sánchez García,2020-03-19,2025-11-10,2062,11074.0,4429.84,0.4,23,50,68.7333,0.3346,481.4783,101886.32,Alto,50,False,1,0.02,4,4,4,12,Champions
544,Alejandro Gómez Pérez,2020-05-09,2025-12-01,2032,4456.05,1782.56,0.4,9,21,67.7333,0.1329,495.1167,16043.04,Alto,29,False,1,0.0476,4,4,4,12,Champions
545,Ana Gómez Díaz,2020-12-29,2025-06-25,1639,13678.37,5183.76,0.379,25,67,54.6333,0.4576,547.1348,129594.0,Alto,188,True,5,0.0746,3,4,4,11,Leales
546,Carlos Pérez Álvarez,2020-01-18,2023-10-03,1354,5806.17,2130.56,0.3669,12,27,45.1333,0.2659,483.8475,25566.72,Alto,819,True,2,0.0741,2,4,4,10,En riesgo
547,David García Díaz,2020-01-29,2025-09-01,2042,14177.1,5527.12,0.3899,19,48,68.0667,0.2791,746.1632,105015.28,Alto,120,False,3,0.0625,3,4,4,11,Leales
548,Laura Pérez Gómez,2020-01-22,2025-12-28,2167,8551.38,3276.72,0.3832,17,33,72.2333,0.2353,503.0224,55704.24,Alto,2,False,5,0.1515,4,4,4,12,Champions
549,Laura Díaz Sánchez,2020-05-02,2025-12-03,2041,12456.97,4599.08,0.3692,24,51,68.0333,0.3528,519.0404,110377.92,Alto,27,False,3,0.0588,4,4,4,12,Champions
550,David Martínez Sánchez,2020-01-22,2025-07-31,2017,14298.87,5719.88,0.4,18,50,67.2333,0.2677,794.3817,102957.84,Alto,152,False,3,0.06,3,4,4,11,Leales
551,Ana Díaz Fernández,2020-08-08,2025-05-15,1741,5974.73,2294.04,0.384,14,33,58.0333,0.2412,426.7664,32116.56,Alto,229,True,3,0.0909,3,4,4,11,Leales
552,Javier Sánchez Gómez,2021-04-25,2024-11-22,1307,10502.93,4201.4,0.4,20,45,43.5667,0.4591,525.1465,84028.0,Alto,403,True,2,0.0444,3,4,4,11,Leales
553,Lucía Martínez Gómez,2020-03-19,2025-07-31,1960,7122.25,2607.63,0.3661,19,35,65.3333,0.2908,374.8553,49544.97,Alto,152,False,1,0.0286,3,4,4,11,Leales
554,Javier Martínez Martínez,2020-01-17,2025-10-06,2089,15191.35,5836.84,0.3842,24,50,69.6333,0.3447,632.9729,140084.16,Alto,85,False,2,0.04,4,4,4,12,Champions
555,Carlos Álvarez Pérez,2020-03-16,2025-07-21,1953,7337.96,2935.32,0.4,10,25,65.1,0.1536,733.796,29353.2,Alto,162,False,1,0.04,3,4,4,11,Leales
556,Lucía Pérez Pérez,2020-11-26,2025-03-13,1568,5818.7,2327.64,0.4,13,29,52.2667,0.2487,447.5923,30259.32,Alto,292,True,1,0.0345,3,4,4,11,Leales
557,Alejandro Gómez Sánchez,2020-02-07,2025-11-04,2097,14615.91,5798.68,0.3967,24,65,69.9,0.3433,608.9962,139168.32,Alto,56,False,1,0.0154,4,4,4,12,Champions
558,Lucía Álvarez García,2020-02-06,2025-12-08,2132,10784.0,4313.84,0.4,21,47,71.0667,0.2955,513.5238,90590.64,Alto,22,False,1,0.0213,4,4,4,12,Champions
559,Alejandro Pérez López,2020-03-22,2025-12-09,2088,21108.81,8443.88,0.4,26,69,69.6,0.3736,811.8773,219540.88,Alto,21,False,4,0.058,4,4,4,12,Champions
560,Sergio Álvarez López,2020-02-04,2025-01-12,1804,11030.52,4220.48,0.3826,21,52,60.1333,0.3492,525.2629,88630.08,Alto,352,True,0,0.0,3,4,4,11,Leales
561,Sergio Álvarez Pérez,2020-02-05,2025-12-04,2129,7174.38,2774.0,0.3867,16,40,70.9667,0.2255,448.3988,44384.0,Alto,26,False,3,0.075,4,4,4,12,Champions
562,María Ruiz López,2021-02-15,2025-12-22,1771,8386.98,3211.0,0.3829,16,37,59.0333,0.271,524.1862,51376.0,Alto,8,False,3,0.0811,4,4,4,12,Champions
563,Ana Gómez García,2020-02-06,2025-11-26,2120,8778.59,3463.64,0.3946,13,33,70.6667,0.184,675.2762,45027.32,Alto,34,False,1,0.0303,4,4,4,12,Champions
564,Marta López Martínez,2020-10-05,2025-09-23,1814,12364.23,4801.96,0.3884,24,55,60.4667,0.3969,515.1762,115247.04,Alto,98,False,7,0.1273,3,4,4,11,Leales
565,María Sánchez Ruiz,2020-05-09,2025-11-21,2022,14782.01,5769.16,0.3903,28,75,67.4,0.4154,527.9289,161536.48,Alto,39,False,4,0.0533,4,4,4,12,Champions
566,Javier Fernández López,2020-01-13,2025-07-03,1998,14658.19,5719.64,0.3902,24,62,66.6,0.3604,610.7579,137271.36,Alto,180,False,0,0.0,3,4,4,11,Leales
567,María Pérez Sánchez,2020-09-18,2025-12-04,1903,13706.25,5434.8,0.3965,23,54,63.4333,0.3626,595.9239,125000.4,Alto,26,False,3,0.0556,4,4,4,12,Champions
568,Carlos Martínez Gómez,2020-04-27,2025-09-21,1973,12118.96,4847.88,0.4,21,50,65.7667,0.3193,577.0933,101805.48,Alto,100,False,1,0.02,3,4,4,11,Leales
569,Marta Díaz Gómez,2020-11-09,2025-11-12,1829,10711.94,4141.04,0.3866,19,47,60.9667,0.3116,563.7863,78679.76,Alto,48,False,5,0.1064,4,4,4,12,Champions
570,Lucía López Sánchez,2020-06-24,2025-09-29,1923,9828.26,3931.52,0.4,18,42,64.1,0.2808,546.0144,70767.36,Alto,92,False,1,0.0238,4,4,4,12,Champions
571,Sergio Martínez Ruiz,2020-02-04,2025-05-26,1938,15776.27,6310.84,0.4,21,54,64.6,0.3251,751.251,132527.64,Alto,218,True,3,0.0556,3,4,4,11,Leales
572,Ana Fernández Martínez,2020-04-20,2025-08-22,1950,12398.97,4719.88,0.3807,21,53,65.0,0.3231,590.4271,99117.48,Alto,130,False,4,0.0755,3,4,4,11,Leales
573,Lucía Gómez Gómez,2020-04-08,2025-05-19,1867,7908.63,3163.68,0.4,15,36,62.2333,0.241,527.242,47455.2,Alto,225,True,3,0.0833,3,4,4,11,Leales
574,Alejandro Martínez López,2020-03-18,2025-12-28,2111,18152.3,7213.32,0.3974,23,67,70.3667,0.3269,789.2304,165906.36,Alto,2,False,2,0.0299,4,4,4,12,Champions
575,Ana López Álvarez,2020-01-13,2025-07-15,2010,9889.28,3956.0,0.4,17,49,67.0,0.2537,581.7224,67252.0,Alto,168,False,2,0.0408,3,4,4,11,Leales
576,Alejandro Díaz Álvarez,2020-07-08,2025-10-24,1934,11485.64,4450.56,0.3875,19,47,64.4667,0.2947,604.5074,84560.64,Alto,67,False,3,0.0638,4,4,4,12,Champions
577,Lucía López Fernández,2020-07-11,2025-11-04,1942,15343.08,5945.52,0.3875,24,56,64.7333,0.3708,639.295,142692.48,Alto,56,False,2,0.0357,4,4,4,12,Champions
578,Alejandro López Álvarez,2020-01-08,2025-09-09,2071,12505.96,4714.68,0.377,20,53,69.0333,0.2897,625.298,94293.6,Alto,112,False,2,0.0377,3,4,4,11,Leales
579,Ana García Díaz,2020-02-06,2025-07-30,2001,13547.01,5275.12,0.3894,22,52,66.7,0.3298,615.7732,116052.64,Alto,153,False,1,0.0192,3,4,4,11,Leales
580,Ana Fernández Sánchez,2020-05-28,2025-09-30,1951,10156.34,4014.84,0.3953,22,50,65.0333,0.3383,461.6518,88326.48,Alto,91,False,2,0.04,4,4,4,12,Champions
581,Lucía García Pérez,2020-04-18,2025-12-01,2053,9570.09,3636.32,0.38,21,46,68.4333,0.3069,455.7186,76362.72,Alto,29,False,1,0.0217,4,4,4,12,Champions
582,Javier Ruiz Fernández,2020-04-16,2025-08-06,1938,10245.23,4050.4,0.3953,18,47,64.6,0.2786,569.1794,72907.2,Alto,146,False,0,0.0,3,4,4,11,Leales
583,Marta Sánchez García,2021-05-21,2025-01-14,1334,6971.91,2788.96,0.4,16,30,44.4667,0.3598,435.7444,44623.36,Alto,350,True,0,0.0,3,4,4,11,Leales
584,David Fernández Álvarez,2020-08-30,2025-12-17,1935,10314.94,4126.24,0.4,17,44,64.5,0.2636,606.7612,70146.08,Alto,13,False,4,0.0909,4,4,4,12,Champions
585,Marta Ruiz Gómez,2020-01-23,2025-10-19,2096,6025.43,2266.32,0.3761,14,27,69.8667,0.2004,430.3879,31728.48,Alto,72,False,2,0.0741,4,4,4,12,Champions
586,Sergio Martínez Ruiz,2020-03-16,2025-12-16,2101,12018.52,4807.68,0.4,21,48,70.0333,0.2999,572.3105,100961.28,Alto,14,False,3,0.0625,4,4,4,12,Champions
587,Carlos Álvarez Martínez,2020-03-01,2025-09-01,2010,12095.07,4742.36,0.3921,22,51,67.0,0.3284,549.7759,104331.92,Alto,120,False,1,0.0196,3,4,4,11,Leales
588,Laura Fernández Fernández,2020-02-13,2025-12-21,2138,12264.14,4761.96,0.3883,22,49,71.2667,0.3087,557.4609,104763.12,Alto,9,False,4,0.0816,4,4,4,12,Champions
589,Marta Martínez García,2020-04-28,2025-12-21,2063,15280.48,6112.6,0.4,24,67,68.7667,0.349,636.6867,146702.4,Alto,9,False,4,0.0597,4,4,4,12,Champions
590,Javier Pérez Gómez,2020-01-26,2025-09-20,2064,15341.3,5992.92,0.3906,22,64,68.8,0.3198,697.3318,131844.24,Alto,101,False,3,0.0469,3,4,4,11,Leales
591,Ana Ruiz Díaz,2020-06-05,2025-11-04,1978,14533.23,5669.64,0.3901,25,67,65.9333,0.3792,581.3292,141741.0,Alto,56,False,3,0.0448,4,4,4,12,Champions
592,Lucía García Álvarez,2020-05-11,2025-02-21,1747,16115.85,6302.72,0.3911,22,64,58.2333,0.3778,732.5386,138659.84,Alto,312,True,3,0.0469,3,4,4,11,Leales
593,Javier Ruiz Díaz,2020-03-27,2025-12-28,2102,13938.55,5575.76,0.4,20,61,70.0667,0.2854,696.9275,111515.2,Alto,2,False,4,0.0656,4,4,4,12,Champions
594,María Álvarez Ruiz,2020-02-19,2024-05-24,1556,4064.99,1626.12,0.4,10,22,51.8667,0.1928,406.499,16261.2,Alto,585,True,1,0.0455,2,4,4,10,En riesgo
595,Lucía Pérez López,2020-05-02,2025-04-20,1814,9256.08,3699.08,0.3996,16,38,60.4667,0.2646,578.505,59185.28,Alto,254,True,4,0.1053,3,4,4,11,Leales
596,Sergio Martínez Pérez,2020-01-31,2025-12-11,2141,13831.36,5532.88,0.4,20,51,71.3667,0.2802,691.568,110657.6,Alto,19,False,3,0.0588,4,4,4,12,Champions
597,Laura Pérez Pérez,2020-01-11,2025-07-24,2021,7738.7,3047.68,0.3938,15,38,67.3667,0.2227,515.9133,45715.2,Alto,159,False,1,0.0263,3,4,4,11,Leales
598,Lucía Fernández Martínez,2020-03-29,2024-11-28,1705,7441.24,2976.68,0.4,19,43,56.8333,0.3343,391.6442,56556.92,Alto,397,True,3,0.0698,3,4,4,11,Leales
599,Lucía Díaz Pérez,2020-01-21,2025-11-04,2114,12130.54,4660.48,0.3842,23,51,70.4667,0.3264,527.4148,107191.04,Alto,56,False,4,0.0784,4,4,4,12,Champions
600,Carlos García López,2020-06-07,2025-11-13,1985,9946.78,3978.92,0.4,17,40,66.1667,0.2569,585.1047,67641.64,Alto,47,False,3,0.075,4,4,4,12,Champions
601,María Pérez García,2021-02-20,2025-10-15,1698,7031.46,2572.8,0.3659,17,39,56.6,0.3004,413.6153,43737.6,Alto,76,False,0,0.0,4,4,4,12,Champions
602,Marta Pérez Pérez,2020-07-29,2025-12-30,1980,12316.94,4591.04,0.3727,23,55,66.0,0.3485,535.5191,105593.92,Alto,0,False,5,0.0909,4,4,4,12,Champions
603,Marta Álvarez Ruiz,2020-01-12,2025-12-26,2175,12736.34,5046.84,0.3963,22,52,72.5,0.3034,578.9245,111030.48,Alto,4,False,4,0.0769,4,4,4,12,Champions
604,Lucía Fernández López,2020-09-05,2025-10-30,1881,9181.19,3624.68,0.3948,17,44,62.7,0.2711,540.07,61619.56,Alto,61,False,2,0.0455,4,4,4,12,Champions
605,Marta Martínez Ruiz,2020-08-12,2025-10-01,1876,9668.72,3867.68,0.4,20,48,62.5333,0.3198,483.436,77353.6,Alto,90,False,2,0.0417,4,4,4,12,Champions
606,Sergio Fernández Sánchez,2020-06-03,2025-12-26,2032,15270.53,6060.52,0.3969,24,54,67.7333,0.3543,636.2721,145452.48,Alto,4,False,2,0.037,4,4,4,12,Champions
607,Ana Pérez Ruiz,2020-01-19,2025-09-16,2067,11862.8,4745.44,0.4,22,56,68.9,0.3193,539.2182,104399.68,Alto,105,False,3,0.0536,3,4,4,11,Leales
608,María Martínez García,2020-02-29,2025-12-11,2112,11840.62,4736.44,0.4,18,44,70.4,0.2557,657.8122,85255.92,Alto,19,False,1,0.0227,4,4,4,12,Champions
609,Alejandro Gómez Álvarez,2020-01-20,2025-09-02,2052,11724.74,4642.16,0.3959,21,56,68.4,0.307,558.321,97485.36,Alto,119,False,1,0.0179,3,4,4,11,Leales
610,María Álvarez Pérez,2020-02-16,2025-09-29,2052,16279.06,6128.0,0.3764,23,60,68.4,0.3363,707.7852,140944.0,Alto,92,False,3,0.05,4,4,4,12,Champions
611,Lucía Gómez Ruiz,2020-01-27,2025-12-15,2149,12411.97,4389.08,0.3536,23,52,71.6333,0.3211,539.6509,100948.84,Alto,15,False,4,0.0769,4,4,4,12,Champions
612,David Díaz Pérez,2020-01-23,2025-12-16,2154,13507.77,5403.44,0.4,21,53,71.8,0.2925,643.2271,113472.24,Alto,14,False,5,0.0943,4,4,4,12,Champions
613,Javier Gómez Pérez,2020-03-01,2025-12-22,2122,11151.58,4220.92,0.3785,20,52,70.7333,0.2828,557.579,84418.4,Alto,8,False,2,0.0385,4,4,4,12,Champions
614,Ana Martínez García,2020-07-01,2025-07-25,1850,8232.65,3005.32,0.365,17,43,61.6667,0.2757,484.2735,51090.44,Alto,158,False,0,0.0,3,4,4,11,Leales
615,Sergio Álvarez Martínez,2021-01-19,2025-09-22,1707,9714.89,3886.16,0.4,15,36,56.9,0.2636,647.6593,58292.4,Alto,99,False,1,0.0278,3,4,4,11,Leales
616,Javier Ruiz García,2020-02-29,2025-12-18,2119,13928.38,5331.68,0.3828,21,56,70.6333,0.2973,663.2562,111965.28,Alto,12,False,2,0.0357,4,4,4,12,Champions
617,María García Sánchez,2020-12-16,2025-09-04,1723,5935.66,2374.44,0.4,11,31,57.4333,0.1915,539.6055,26118.84,Alto,117,False,0,0.0,3,4,4,11,Leales
618,Lucía Sánchez Díaz,2020-01-21,2025-09-12,2061,15249.43,6100.16,0.4,22,66,68.7,0.3202,693.1559,134203.52,Alto,109,False,3,0.0455,3,4,4,11,Leales
619,Sergio Gómez Martínez,2020-01-24,2025-07-12,1996,12547.94,5019.52,0.4,22,58,66.5333,0.3307,570.3609,110429.44,Alto,171,False,0,0.0,3,4,4,11,Leales
620,Ana Ruiz Fernández,2020-02-10,2025-10-27,2086,6178.63,2327.68,0.3767,17,32,69.5333,0.2445,363.4488,39570.56,Alto,64,False,1,0.0312,4,4,4,12,Champions
621,Lucía Fernández López,2020-01-18,2025-07-21,2011,13862.87,5401.48,0.3896,19,56,67.0333,0.2834,729.6247,102628.12,Alto,162,False,3,0.0536,3,4,4,11,Leales
622,David Álvarez Sánchez,2020-05-10,2025-08-06,1914,11939.24,4680.0,0.392,17,50,63.8,0.2665,702.3082,79560.0,Alto,146,False,2,0.04,3,4,4,11,Leales
623,Sergio Martínez López,2020-01-17,2025-11-12,2126,12367.9,4803.48,0.3884,18,44,70.8667,0.254,687.1056,86462.64,Alto,48,False,4,0.0909,4,4,4,12,Champions
624,David Sánchez García,2020-03-07,2025-11-23,2087,11512.61,4461.32,0.3875,25,55,69.5667,0.3594,460.5044,111533.0,Alto,37,False,4,0.0727,4,4,4,12,Champions
625,Carlos Pérez Gómez,2020-02-07,2025-11-27,2120,12894.53,5014.12,0.3889,17,48,70.6667,0.2406,758.5018,85240.04,Alto,33,False,3,0.0625,4,4,4,12,Champions
626,Carlos Ruiz Fernández,2020-04-03,2024-11-23,1695,10601.41,4240.84,0.4,18,48,56.5,0.3186,588.9672,76335.12,Alto,402,True,5,0.1042,3,4,4,11,Leales
627,Alejandro Álvarez Díaz,2020-09-18,2025-08-13,1790,8935.55,3526.44,0.3947,17,43,59.6667,0.2849,525.6206,59949.48,Alto,139,False,2,0.0465,3,4,4,11,Leales
628,Marta Ruiz Martínez,2020-05-07,2025-12-27,2060,14613.34,5701.68,0.3902,22,61,68.6667,0.3204,664.2427,125436.96,Alto,3,False,1,0.0164,4,4,4,12,Champions
629,Javier Gómez Pérez,2020-01-08,2025-11-05,2128,13257.48,5255.28,0.3964,33,64,70.9333,0.4652,401.7418,173424.24,Alto,55,False,5,0.0781,4,4,4,12,Champions
630,Javier Álvarez Martínez,2020-02-16,2025-04-22,1892,17686.67,7075.04,0.4,22,60,63.0667,0.3488,803.9395,155650.88,Alto,252,True,5,0.0833,3,4,4,11,Leales
631,Ana López Fernández,2020-03-05,2025-12-28,2124,12052.78,4485.4,0.3721,21,55,70.8,0.2966,573.9419,94193.4,Alto,2,False,2,0.0364,4,4,4,12,Champions
632,Marta Sánchez Martínez,2020-03-25,2025-07-04,1927,10842.73,4337.4,0.4,17,48,64.2333,0.2647,637.8076,73735.8,Alto,179,False,2,0.0417,3,4,4,11,Leales
633,Javier García Ruiz,2020-03-12,2025-10-10,2038,9361.75,3696.96,0.3949,19,46,67.9333,0.2797,492.7237,70242.24,Alto,81,False,1,0.0217,4,4,4,12,Champions
634,Alejandro Díaz Gómez,2020-02-04,2025-10-01,2066,9636.71,3854.88,0.4,15,38,68.8667,0.2178,642.4473,57823.2,Alto,90,False,1,0.0263,4,4,4,12,Champions
635,Javier López Gómez,2020-01-02,2025-02-08,1864,10062.66,3977.28,0.3953,17,36,62.1333,0.2736,591.9212,67613.76,Alto,325,True,3,0.0833,3,4,4,11,Leales
636,David Martínez Pérez,2020-05-03,2025-09-20,1966,12986.57,5194.92,0.4,18,47,65.5333,0.2747,721.4761,93508.56,Alto,101,False,2,0.0426,3,4,4,11,Leales
637,María Díaz Pérez,2020-06-15,2025-09-24,1927,6557.88,2479.32,0.3781,13,30,64.2333,0.2024,504.4523,32231.16,Alto,97,False,1,0.0333,3,4,4,11,Leales
638,Ana Pérez López,2020-01-22,2025-08-17,2034,17945.76,7034.76,0.392,24,73,67.8,0.354,747.74,168834.24,Alto,135,False,4,0.0548,3,4,4,11,Leales
639,Marta García Díaz,2020-04-20,2025-12-12,2062,11591.85,4493.0,0.3876,18,43,68.7333,0.2619,643.9917,80874.0,Alto,18,False,1,0.0233,4,4,4,12,Champions
640,David Pérez Ruiz,2020-08-05,2025-02-15,1655,10946.15,4378.72,0.4,17,48,55.1667,0.3082,643.8912,74438.24,Alto,318,True,2,0.0417,3,4,4,11,Leales
641,María García Sánchez,2020-04-03,2025-11-03,2040,11131.39,4404.84,0.3957,18,51,68.0,0.2647,618.4106,79287.12,Alto,57,False,1,0.0196,4,4,4,12,Champions
642,Ana Fernández Álvarez,2020-03-05,2025-04-21,1873,15811.27,6180.92,0.3909,28,72,62.4333,0.4485,564.6882,173065.76,Alto,253,True,4,0.0556,3,4,4,11,Leales
643,Javier López Sánchez,2020-01-27,2025-11-21,2125,12934.62,4934.2,0.3815,23,57,70.8333,0.3247,562.3748,113486.6,Alto,39,False,6,0.1053,4,4,4,12,Champions
644,Javier Martínez Pérez,2020-01-16,2025-05-02,1933,9906.62,3914.96,0.3952,21,50,64.4333,0.3259,471.7438,82214.16,Alto,242,True,3,0.06,3,4,4,11,Leales
645,Javier Fernández Pérez,2020-02-15,2025-08-23,2016,12377.39,4663.28,0.3768,23,62,67.2,0.3423,538.1474,107255.44,Alto,129,False,1,0.0161,3,4,4,11,Leales
646,María Ruiz García,2020-01-29,2025-12-15,2147,12916.99,5167.08,0.4,21,51,71.5667,0.2934,615.0948,108508.68,Alto,15,False,2,0.0392,4,4,4,12,Champions
647,Carlos López García,2020-05-16,2025-10-24,1987,9563.74,3825.72,0.4,16,40,66.2333,0.2416,597.7338,61211.52,Alto,67,False,3,0.075,4,4,4,12,Champions
648,Ana Gómez Álvarez,2020-05-13,2025-09-04,1940,9162.07,3521.08,0.3843,15,44,64.6667,0.232,610.8047,52816.2,Alto,117,False,2,0.0455,3,4,4,11,Leales
649,Alejandro García Sánchez,2020-07-21,2025-10-12,1909,15680.32,6272.48,0.4,23,57,63.6333,0.3614,681.753,144267.04,Alto,79,False,5,0.0877,4,4,4,12,Champions
650,Lucía Díaz Díaz,2020-10-29,2025-07-29,1734,8532.92,3413.4,0.4,17,36,57.8,0.2941,501.9365,58027.8,Alto,154,False,3,0.0833,3,4,4,11,Leales
651,Marta Pérez Ruiz,2020-02-11,2025-07-04,1970,14031.59,5612.96,0.4,26,60,65.6667,0.3959,539.6765,145936.96,Alto,179,False,2,0.0333,3,4,4,11,Leales
652,Ana Martínez Díaz,2020-01-26,2025-07-11,1993,13149.05,5259.96,0.4,24,58,66.4333,0.3613,547.8771,126239.04,Alto,172,False,3,0.0517,3,4,4,11,Leales
653,Marta Martínez Álvarez,2020-02-27,2025-05-10,1899,8762.32,3505.16,0.4,16,42,63.3,0.2528,547.645,56082.56,Alto,234,True,4,0.0952,3,4,4,11,Leales
654,Marta Sánchez Fernández,2020-05-19,2025-11-16,2007,14478.25,5791.68,0.4,20,55,66.9,0.299,723.9125,115833.6,Alto,44,False,4,0.0727,4,4,4,12,Champions
655,Javier Díaz Fernández,2020-01-04,2025-07-20,2024,12173.18,4725.56,0.3882,21,53,67.4667,0.3113,579.6752,99236.76,Alto,163,False,3,0.0566,3,4,4,11,Leales
656,Laura García García,2020-03-05,2025-09-13,2018,17350.94,6940.76,0.4,29,67,67.2667,0.4311,598.3083,201282.04,Alto,108,False,4,0.0597,3,4,4,11,Leales
657,David Sánchez Sánchez,2020-03-19,2024-09-26,1652,13899.47,5560.08,0.4,22,59,55.0667,0.3995,631.7941,122321.76,Alto,460,True,1,0.0169,2,4,4,10,En riesgo
658,Carlos Álvarez Álvarez,2020-02-11,2025-11-21,2110,13064.71,5130.2,0.3927,21,47,70.3333,0.2986,622.129,107734.2,Alto,39,False,3,0.0638,4,4,4,12,Champions
659,Sergio Martínez Sánchez,2020-07-30,2025-03-18,1692,17837.58,7135.4,0.4,20,55,56.4,0.3546,891.879,142708.0,Alto,287,True,3,0.0545,3,4,4,11,Leales
660,Lucía Díaz Álvarez,2020-04-17,2025-11-09,2032,12292.37,4773.24,0.3883,19,55,67.7333,0.2805,646.9668,90691.56,Alto,51,False,2,0.0364,4,4,4,12,Champions
661,Carlos Sánchez Álvarez,2020-03-27,2025-03-09,1808,10836.41,4334.84,0.4,19,49,60.2667,0.3153,570.3374,82361.96,Alto,296,True,7,0.1429,3,4,4,11,Leales
662,Lucía Álvarez Gómez,2020-03-10,2025-11-16,2077,12739.59,5096.12,0.4,20,56,69.2333,0.2889,636.9795,101922.4,Alto,44,False,3,0.0536,4,4,4,12,Champions
663,Carlos López Pérez,2020-03-12,2025-12-16,2105,9907.45,3771.2,0.3806,14,47,70.1667,0.1995,707.675,52796.8,Alto,14,False,2,0.0426,4,4,4,12,Champions
664,Carlos Díaz Sánchez,2020-01-15,2025-12-28,2174,11280.54,4512.56,0.4,19,50,72.4667,0.2622,593.7126,85738.64,Alto,2,False,2,0.04,4,4,4,12,Champions
665,Ana Sánchez Sánchez,2020-09-03,2025-12-09,1923,18164.13,7122.12,0.3921,28,74,64.1,0.4368,648.7189,199419.36,Alto,21,False,6,0.0811,4,4,4,12,Champions
666,Marta Martínez López,2020-01-10,2025-10-21,2111,8922.77,3425.4,0.3839,20,44,70.3667,0.2842,446.1385,68508.0,Alto,70,False,1,0.0227,4,4,4,12,Champions
667,María Gómez Álvarez,2020-05-30,2025-11-27,2007,8350.84,3292.6,0.3943,17,40,66.9,0.2541,491.2259,55974.2,Alto,33,False,1,0.025,4,4,4,12,Champions
668,Alejandro Sánchez Martínez,2020-04-18,2025-11-07,2029,10787.26,4315.24,0.4,26,54,67.6333,0.3844,414.8946,112196.24,Alto,53,False,1,0.0185,4,4,4,12,Champions
669,Javier López Díaz,2020-02-09,2025-08-17,2016,7491.83,2948.88,0.3936,15,36,67.2,0.2232,499.4553,44233.2,Alto,135,False,2,0.0556,3,4,4,11,Leales
