customer_id,ingresos_t,full_name,margen_t,frecuencia_t,ticket_medio,tasa_devolucion,cltv,pc1,pc2,cluster,cluster_label,segmento_cltv,dias_sin_compra,churn_proxy,R_score,F_score,M_score,segmento_rfm
424,7177.49,María Ruiz López,0.3532,0.2075,512.6779,0.1351,35489.58,2.1538140200982285,0.3850460097845707,2,VIP,Alto,22,False,4,4,4,Champions
425,13241.55,Marta Gómez López,0.3964,0.2996,630.55,0.0317,110238.25,2.7088898508775157,0.0189828686884223,2,VIP,Alto,42,False,4,4,4,Champions
426,8442.5,Javier Ruiz Álvarez,0.3943,0.231,649.4231,0.027,43267.45,3.212257538074449,0.0572017562450548,2,VIP,Alto,271,True,3,4,4,Leales
427,9701.91,David Gómez Álvarez,0.4,0.2244,606.3694,0.0,62091.14,2.082920901352881,-0.145762535125362,2,VIP,Alto,42,False,4,4,4,Champions
428,7279.79,Sergio Ruiz Díaz,0.4,0.2018,519.985,0.0833,40761.58,1.9882921889838048,0.1728738323015936,2,VIP,Alto,14,False,4,4,4,Champions
429,6661.17,Laura López Martínez,0.4,0.2333,475.7979,0.037,37297.22,2.8189902617384472,0.0707650024526417,2,VIP,Alto,152,False,3,4,4,Leales
430,9943.58,Javier Gómez López,0.3904,0.2716,552.4211,0.0909,69867.9,2.6814548799836175,0.2502340510912605,2,VIP,Alto,86,False,4,4,4,Champions
431,10143.02,Marta Martínez Díaz,0.3906,0.2365,724.5014,0.027,55469.26,3.26655631415977,0.0746971028009966,2,VIP,Alto,6,False,4,4,4,Champions
432,12742.04,Ana Gómez Martínez,0.4,0.2829,670.6337,0.1304,96846.94,2.8452747690624856,0.4126439722023565,2,VIP,Alto,11,False,4,4,4,Champions
433,12187.73,Laura Fernández Ruiz,0.4,0.3445,553.9877,0.0714,107262.16,3.221046592813132,0.2064493013513445,2,VIP,Alto,233,True,3,4,4,Leales
434,10685.31,Alejandro García Álvarez,0.391,0.2355,667.8319,0.0769,66840.16,2.424695734195107,0.1723258282500482,2,VIP,Alto,97,False,3,4,4,Leales
435,9926.33,Sergio Gómez Martínez,0.3952,0.2484,583.9018,0.0889,66684.47,2.393467814742985,0.2162390581189231,2,VIP,Alto,86,False,4,4,4,Champions
436,14732.31,Javier Álvarez Pérez,0.4,0.3033,669.6505,0.0545,129640.5,2.61345693974598,0.094338179546361,2,VIP,Alto,1,False,4,4,4,Champions
437,10380.13,Carlos Álvarez Pérez,0.3815,0.3263,494.2919,0.0426,83171.71,3.057509492202876,0.0918460690371943,2,VIP,Alto,171,False,3,4,4,Leales
438,12180.65,María García Pérez,0.3724,0.2836,609.0325,0.0,90736.2,2.5571411996859803,-0.1117703779397167,2,VIP,Alto,40,False,4,4,4,Champions
439,12951.2,María Díaz Fernández,0.4,0.2719,719.5111,0.0204,93247.5,2.8528967127987146,-0.0093202321447213,2,VIP,Alto,111,False,3,4,4,Leales
440,11072.56,Marta Martínez López,0.3827,0.2708,615.1422,0.0444,76270.97,2.6910831334867713,0.0673141207663691,2,VIP,Alto,154,False,3,4,4,Leales
441,10175.86,Sergio Díaz Díaz,0.4,0.2522,635.9912,0.1364,65116.87,2.851503165273346,0.4413687709684701,2,VIP,Alto,84,False,4,4,4,Champions
442,8755.38,Marta Ruiz Ruiz,0.4,0.2227,547.2112,0.0244,56024.89,1.9810792582055117,-0.0581333267814855,2,VIP,Alto,10,False,4,4,4,Champions
443,9159.3,David Díaz Díaz,0.4,0.3103,508.85,0.0227,65937.43,3.326460616785178,0.0392003962495925,2,VIP,Alto,337,True,3,4,4,Leales
444,8563.92,Alejandro Ruiz Ruiz,0.4,0.1765,713.66,0.0278,41113.67,2.1148477540553414,-0.0306805376752904,2,VIP,Alto,54,False,4,4,4,Champions
445,12906.79,Marta Pérez Martínez,0.3814,0.2401,759.2229,0.05,83680.52,2.375537551121134,0.0651023313988923,2,VIP,Alto,10,False,4,4,4,Champions
446,7091.94,Javier Sánchez Sánchez,0.4,0.2613,417.1729,0.0571,48230.66,2.4386259883981527,0.0989319413373038,2,VIP,Alto,237,True,3,4,4,Leales
447,13435.37,Ana Díaz Sánchez,0.3786,0.3553,537.4148,0.0179,127172.33,2.989305530191969,-0.0128236702065653,2,VIP,Alto,29,False,4,4,4,Champions
448,20002.52,Marta Díaz Ruiz,0.3976,0.3868,740.8341,0.0588,214720.24,3.418303609929205,0.1683839355946482,2,VIP,Alto,37,False,4,4,4,Champions
449,13191.87,María Gómez Martínez,0.3855,0.254,775.9924,0.0,86458.3,2.736767846106063,-0.0964834418145347,2,VIP,Alto,104,False,3,4,4,Leales
450,12587.21,Javier Fernández López,0.4,0.2612,699.2894,0.0426,90611.2,2.555983351061078,0.0475413862713762,2,VIP,Alto,101,False,3,4,4,Leales
451,7177.52,Lucía Gómez López,0.4,0.2045,552.1169,0.0294,37321.35,2.4750188057734204,0.0104562012288794,2,VIP,Alto,110,False,3,4,4,Leales
452,8724.83,Carlos Díaz Díaz,0.389,0.2348,545.3019,0.0588,54295.53,2.322489822406494,0.1026986892215492,2,VIP,Alto,49,False,4,4,4,Champions
453,9070.67,Javier Fernández Díaz,0.4,0.2429,566.9169,0.0513,58048.74,2.590636670366755,0.0998537230417492,2,VIP,Alto,39,False,4,4,4,Champions
454,13643.89,María Álvarez García,0.4,0.3674,593.2126,0.0179,125519.64,3.567479560401977,0.0378728789604784,2,VIP,Alto,153,False,3,4,4,Leales
455,14861.35,Alejandro Ruiz García,0.3936,0.343,619.2229,0.0741,140377.94,3.0048308955141967,0.2011738134157341,2,VIP,Alto,23,False,4,4,4,Champions
456,21566.04,David Díaz Díaz,0.3975,0.473,695.6787,0.0482,265723.96,4.128441010035244,0.1784977501419009,2,VIP,Alto,157,False,3,4,4,Leales
457,14155.69,Marta García Ruiz,0.4,0.3472,643.4405,0.0377,124575.27,3.517425946550756,0.1167266680459259,2,VIP,Alto,38,False,4,4,4,Champions
458,8745.79,Ana López Ruiz,0.4,0.2786,460.3047,0.0465,66469.82,2.5160087511868845,0.0710667263372967,2,VIP,Alto,41,False,4,4,4,Champions
459,13521.81,Sergio Gómez Sánchez,0.3752,0.3243,614.6277,0.0182,111606.0,2.9863383333417657,-0.0117288730361569,2,VIP,Alto,102,False,3,4,4,Leales
460,16383.52,Ana Martínez Martínez,0.4,0.336,780.1676,0.0317,137621.57,3.444712754766467,0.067452148721078,2,VIP,Alto,288,True,3,4,4,Leales
461,9970.5,Carlos Gómez Gómez,0.3904,0.3335,498.525,0.0588,77845.36,3.3114445137188877,0.1708057501265237,2,VIP,Alto,313,True,3,4,4,Leales
462,12837.94,Javier Sánchez Pérez,0.4,0.3018,641.897,0.0741,102699.87,2.953266866287575,0.2009370200189244,2,VIP,Alto,113,False,3,4,4,Leales
463,11387.81,Javier Fernández Álvarez,0.3958,0.2529,711.7381,0.0455,72117.39,2.8704398841203806,0.086613232971908,2,VIP,Alto,215,True,3,4,4,Leales
464,12461.25,Ana Díaz Pérez,0.3962,0.3876,541.7935,0.05,113542.47,3.9440506627260623,0.2081616850527277,2,VIP,Alto,12,False,4,4,4,Champions
465,13597.63,Carlos García Gómez,0.4,0.3648,618.0741,0.0385,119645.22,3.649942427224645,0.118629537654271,2,VIP,Alto,257,True,3,4,4,Leales
466,5727.91,Ana Pérez Fernández,0.4,0.2,477.3258,0.0,27493.97,2.568728782194481,-0.0942700655089449,2,VIP,Alto,246,True,3,4,4,Leales
467,11161.6,Marta Sánchez Sánchez,0.4,0.2864,558.08,0.0392,89293.95,2.571361212076261,0.0412505979794117,2,VIP,Alto,30,False,4,4,4,Champions
468,17868.43,Laura Díaz Ruiz,0.3893,0.3955,661.7937,0.0411,187813.24,3.4582188345898492,0.1029692481373657,2,VIP,Alto,114,False,3,4,4,Leales
469,9886.79,Laura Fernández Gómez,0.4,0.2432,706.1993,0.0789,55366.9,3.248593729279233,0.2558405316125263,2,VIP,Alto,217,True,3,4,4,Leales
470,10209.57,Alejandro López Fernández,0.3906,0.2635,537.3458,0.0638,75762.72,2.210112203390844,0.1037374108954341,2,VIP,Alto,27,False,4,4,4,Champions
471,10965.82,Laura Sánchez Gómez,0.3913,0.3084,577.1484,0.0,81516.6,3.211719050402394,-0.0571517370961951,2,VIP,Alto,232,True,3,4,4,Leales
472,15607.77,Ana López Martínez,0.3939,0.3497,678.5987,0.0351,141393.2,3.415593274376916,0.0940861086560806,2,VIP,Alto,16,False,4,4,4,Champions
473,4848.09,Lucía Pérez Álvarez,0.3703,0.1777,404.0075,0.0345,21544.17,1.7538645052799202,-0.0305407468533072,2,VIP,Alto,140,False,3,4,4,Leales
474,14104.85,Carlos Martínez Sánchez,0.3932,0.377,587.7021,0.0656,133117.66,3.490863290759611,0.2045142507470267,2,VIP,Alto,211,True,3,4,4,Leales
475,16345.53,Carlos Ruiz Álvarez,0.4,0.3734,628.6742,0.0169,170000.54,3.263276295854036,0.0031034707864979,2,VIP,Alto,22,False,4,4,4,Champions
476,16381.75,Lucía Álvarez García,0.4,0.4165,585.0625,0.0267,183493.09,3.6290516573194194,0.068701298821842,2,VIP,Alto,65,False,4,4,4,Champions
477,6839.95,Marta Pérez López,0.386,0.2518,455.9967,0.0278,39600.39,2.8207685095942794,0.0231822354440255,2,VIP,Alto,313,True,3,4,4,Leales
478,11221.91,Alejandro Sánchez Fernández,0.4,0.2529,623.4394,0.0263,80789.04,2.2958727361205784,-0.032616386725412,2,VIP,Alto,48,False,4,4,4,Champions
479,9079.54,Javier López Fernández,0.3842,0.3074,534.0906,0.0227,59299.39,3.4725394692914766,0.0488754992859907,2,VIP,Alto,426,True,2,4,4,En riesgo
480,12816.38,David Martínez Martínez,0.3813,0.357,534.0158,0.0169,117296.44,3.198842497838228,0.0055201951623695,2,VIP,Alto,48,False,4,4,4,Champions
481,17620.89,Carlos Ruiz López,0.3918,0.3429,734.2038,0.0154,165713.46,3.1140473386721244,-0.0162822958653052,2,VIP,Alto,36,False,4,4,4,Champions
482,12810.46,María Fernández Pérez,0.4,0.2727,711.6922,0.0208,92226.09,2.8412054927498964,-0.0110431105362922,2,VIP,Alto,146,False,3,4,4,Leales
483,8601.92,Ana Díaz López,0.3889,0.2693,477.8844,0.0588,60209.16,2.5081721027632,0.1122756577069881,2,VIP,Alto,137,False,3,4,4,Leales
484,11875.54,Lucía Fernández Álvarez,0.3798,0.4137,475.0216,0.0377,112763.92,3.8970876572165416,0.1496916932608908,2,VIP,Alto,84,False,4,4,4,Champions
485,12663.88,Marta García Díaz,0.3849,0.3072,603.0419,0.0678,102371.84,2.7910347911295994,0.1594685250515387,2,VIP,Alto,122,False,3,4,4,Leales
486,8338.25,María García Fernández,0.4,0.257,463.2361,0.0444,60030.59,2.207971657809664,0.0337600073799922,2,VIP,Alto,75,False,4,4,4,Champions
487,15582.85,David García Fernández,0.4,0.3316,677.5152,0.1017,143374.67,3.0096070281011538,0.3062672292862311,2,VIP,Alto,30,False,4,4,4,Champions
488,8597.89,Lucía Díaz García,0.4,0.289,537.3681,0.0556,55029.85,3.373390988276358,0.167945872539275,2,VIP,Alto,409,True,3,4,4,Leales
489,3928.89,David Díaz Gómez,0.4,0.1673,392.889,0.0476,15713.94,2.3384395910473716,0.0820799681659304,2,VIP,Alto,145,False,3,4,4,Leales
490,14287.16,David Álvarez Fernández,0.3933,0.3055,714.358,0.0816,112383.23,3.062470625953732,0.2336270719893085,2,VIP,Alto,162,False,3,4,4,Leales
491,9411.51,David García Martínez,0.3796,0.2449,588.2194,0.0227,57162.19,2.5513840488263466,-0.0251742752794325,2,VIP,Alto,211,True,3,4,4,Leales
492,9743.75,Alejandro Martínez Álvarez,0.4,0.2842,487.1875,0.0,77943.05,2.42694780493881,-0.1194194355021615,2,VIP,Alto,57,False,4,4,4,Champions
493,9747.24,Ana Gómez Martínez,0.3853,0.3141,443.0564,0.0357,82613.91,2.5760211975098257,0.0258449244241213,2,VIP,Alto,73,False,4,4,4,Champions
494,13047.11,Marta Martínez García,0.3963,0.2988,652.3555,0.0,103409.69,2.8910266487571947,-0.0888995935832027,2,VIP,Alto,150,False,3,4,4,Leales
495,14117.69,María Díaz Fernández,0.3864,0.2894,705.8845,0.0364,109088.09,2.731696619517539,0.03421223989082,2,VIP,Alto,110,False,3,4,4,Leales
496,14696.39,Laura Gómez García,0.4,0.263,773.4942,0.0702,111677.03,2.4255654933977824,0.1398850456580948,2,VIP,Alto,12,False,4,4,4,Champions
497,11706.13,María Sánchez Álvarez,0.4,0.275,616.1121,0.0435,88978.29,2.590501753618186,0.058017838602874,2,VIP,Alto,54,False,4,4,4,Champions
498,15124.96,Marta Díaz Álvarez,0.4,0.3141,687.4982,0.0,133084.28,2.891525963317071,-0.0873851188032219,2,VIP,Alto,21,False,4,4,4,Champions
499,16554.66,David López Martínez,0.4,0.3754,662.1864,0.1311,165557.46,3.4820915771421252,0.4593938554035511,2,VIP,Alto,11,False,4,4,4,Champions
500,19215.39,Sergio Martínez Gómez,0.3975,0.4731,600.4809,0.0244,244399.25,3.989623502092157,0.0817632276757319,2,VIP,Alto,72,False,4,4,4,Champions
501,11710.98,Alejandro López Gómez,0.3877,0.2698,616.3674,0.0435,86279.78,2.468740123927099,0.0477326238255394,2,VIP,Alto,32,False,4,4,4,Champions
502,12121.69,Alejandro García López,0.3802,0.2808,637.9837,0.0175,87568.39,2.6915861486931205,-0.0389094611116165,2,VIP,Alto,159,False,3,4,4,Leales
503,5913.3,Carlos Pérez López,0.4,0.217,454.8692,0.0741,30745.14,2.553010711915803,0.176769117917345,2,VIP,Alto,342,True,3,4,4,Leales
504,11751.08,Ana Gómez López,0.4,0.3693,559.5752,0.0536,98713.17,3.91922410177405,0.2147847684742712,2,VIP,Alto,153,False,3,4,4,Leales
505,8857.75,Marta Martínez Martínez,0.3729,0.3041,442.8875,0.0625,66059.95,2.7404334676787543,0.1424257081317455,2,VIP,Alto,173,False,3,4,4,Leales
506,12938.62,Marta Díaz Ruiz,0.3926,0.3298,588.1191,0.0556,111741.56,3.103761341948562,0.1462304723510589,2,VIP,Alto,49,False,4,4,4,Champions
507,11091.92,David Ruiz Álvarez,0.387,0.2889,528.1867,0.0426,90157.04,2.355208341906799,0.0333897672105771,2,VIP,Alto,6,False,4,4,4,Champions
508,13329.4,Alejandro Pérez Fernández,0.4,0.3383,605.8818,0.0862,117302.8,3.291054294820803,0.2801310891827923,2,VIP,Alto,40,False,4,4,4,Champions
509,13116.79,Javier García Gómez,0.4,0.4112,485.807,0.0328,141672.6,3.621838953721733,0.103191307415741,2,VIP,Alto,7,False,4,4,4,Champions
510,11415.8,Ana Ruiz Fernández,0.3748,0.2833,570.79,0.0851,85577.03,2.5044926120701305,0.2094180086374323,2,VIP,Alto,11,False,4,4,4,Champions
511,10747.11,David Díaz Martínez,0.3956,0.2883,597.0617,0.0476,76525.98,3.191850445026063,0.1382940412133715,2,VIP,Alto,15,False,4,4,4,Champions
512,10240.73,Alejandro Álvarez Gómez,0.4,0.3118,465.4877,0.0526,90129.47,2.570038447777655,0.0902972057952173,2,VIP,Alto,39,False,4,4,4,Champions
513,5802.29,Alejandro Álvarez Pérez,0.4,0.2122,446.33,0.0645,30173.75,2.6488074007572173,0.1732175775189707,2,VIP,Alto,7,False,4,4,4,Champions
514,10306.51,Carlos Gómez Fernández,0.4,0.2491,606.2653,0.0488,70071.55,2.501362214892701,0.0784953995498023,2,VIP,Alto,16,False,4,4,4,Champions
515,8048.41,Marta López López,0.4,0.1666,670.7008,0.0,38634.78,1.7073404587152388,-0.1701359475231858,2,VIP,Alto,1,False,4,4,4,Champions
516,7560.27,Ana Álvarez Fernández,0.4,0.1991,630.0225,0.0571,36286.57,2.604486503583683,0.1099292175322305,2,VIP,Alto,363,True,3,4,4,Leales
517,14218.72,David López Díaz,0.4,0.2553,789.9289,0.0385,102367.11,2.530565868309804,0.0323184281920098,2,VIP,Alto,12,False,4,4,4,Champions
518,15022.59,David Gómez Gómez,0.4,0.3797,682.845,0.0635,132182.41,3.8944683757718823,0.2293591504478334,2,VIP,Alto,329,True,3,4,4,Leales
519,10287.4,Alejandro Ruiz García,0.386,0.2308,734.8143,0.0,55600.55,2.9573885697972866,-0.074310225941722,2,VIP,Alto,244,True,3,4,4,Leales
520,7417.63,Marta Martínez Pérez,0.3935,0.2438,529.8307,0.0588,40870.26,3.240402560381301,0.2003722558826512,2,VIP,Alto,19,False,4,4,4,Champions
521,13790.37,Javier Díaz Martínez,0.3826,0.4274,510.7544,0.0667,142443.81,3.784918794653685,0.2352816844535813,2,VIP,Alto,164,False,3,4,4,Leales
522,8887.29,Marta Ruiz Fernández,0.4,0.2921,444.3645,0.0,71095.2,2.514643516137685,-0.113427561101308,2,VIP,Alto,130,False,3,4,4,Leales
523,12749.05,Ana Sánchez Ruiz,0.3925,0.3213,607.0976,0.0536,105095.66,3.1340334336941154,0.1408730878298434,2,VIP,Alto,90,False,4,4,4,Champions
524,12456.38,Marta Sánchez López,0.3885,0.3577,541.5817,0.0769,111304.52,3.3742143941839684,0.2506241850741643,2,VIP,Alto,75,False,4,4,4,Champions
525,8298.47,Sergio Pérez Fernández,0.348,0.2721,488.1453,0.0435,49085.63,2.8455765082543576,0.086052360117146,2,VIP,Alto,185,True,3,4,4,Leales
526,7926.55,Lucía Díaz Pérez,0.394,0.2427,466.2676,0.025,53082.92,2.1147153934335603,-0.0465357537699872,2,VIP,Alto,83,False,4,4,4,Champions
527,10223.66,Carlos Ruiz Álvarez,0.3906,0.3034,538.0874,0.0233,75885.62,2.999651344288578,0.007386577321518,2,VIP,Alto,307,True,3,4,4,Leales
528,14975.56,Sergio Díaz Fernández,0.3904,0.3014,713.1219,0.0345,122761.27,2.8053147340467373,0.0334886457189022,2,VIP,Alto,72,False,4,4,4,Champions
529,11629.83,María Sánchez Martínez,0.3876,0.2954,581.4915,0.098,90148.04,2.756243132207126,0.2769403001215004,2,VIP,Alto,87,False,4,4,4,Champions
530,11093.04,Javier García López,0.4,0.3106,554.652,0.0385,88756.03,3.0347333011881727,0.0746133625017663,2,VIP,Alto,161,False,3,4,4,Leales
531,11548.52,Laura Gómez Díaz,0.3876,0.3789,481.1883,0.0392,107415.47,3.394030187916522,0.0987867589065577,2,VIP,Alto,237,True,3,4,4,Leales
532,14220.47,María Díaz Martínez,0.3831,0.357,592.5196,0.0469,130761.15,3.273923163585137,0.1256932860423736,2,VIP,Alto,18,False,4,4,4,Champions
533,7073.18,Lucía García Pérez,0.3661,0.2121,471.5453,0.0625,38848.93,1.8538822907893135,0.0771580982820613,2,VIP,Alto,66,False,4,4,4,Champions
534,11011.28,Sergio Álvarez Sánchez,0.4,0.2713,647.7224,0.0909,74883.2,2.889483256478333,0.2536525669855385,2,VIP,Alto,309,True,3,4,4,Leales
535,14118.24,María García López,0.4,0.3017,705.912,0.0984,112961.22,3.005254985769315,0.2960032325038407,2,VIP,Alto,105,False,3,4,4,Leales
536,14407.19,Javier Martínez Gómez,0.39,0.3274,654.8723,0.0476,123620.88,3.041115057060439,0.0995398924074405,2,VIP,Alto,156,False,3,4,4,Leales
537,7934.73,Lucía Gómez Gómez,0.3637,0.2044,610.3638,0.0263,37515.74,2.5361714626527267,0.0021511934303193,2,VIP,Alto,106,False,3,4,4,Leales
538,14495.63,María García Martínez,0.3868,0.3676,579.8252,0.0556,140154.8,3.2256031244555747,0.1468534642354157,2,VIP,Alto,87,False,4,4,4,Champions
539,10007.37,María Sánchez Díaz,0.3856,0.2375,625.4606,0.0,61739.89,2.4982088820729187,-0.107443869145157,2,VIP,Alto,57,False,4,4,4,Champions
540,15886.86,Sergio Díaz Gómez,0.394,0.3148,756.5171,0.0351,131430.1,3.079292993886341,0.0541987465883192,2,VIP,Alto,166,False,3,4,4,Leales
541,11592.42,Laura Gómez Fernández,0.4,0.2952,552.02,0.1087,97369.61,2.5013672390519175,0.2948387399459088,2,VIP,Alto,35,False,4,4,4,Champions
542,20042.69,Carlos García Pérez,0.3857,0.3515,801.7076,0.0685,193287.57,3.147771765755172,0.1844742101083991,2,VIP,Alto,12,False,4,4,4,Champions
543,11074.0,Alejandro Sánchez García,0.4,0.3346,481.4783,0.02,101872.66,2.8806571464247344,-0.0078469053917904,2,VIP,Alto,50,False,4,4,4,Champions
544,4456.05,Alejandro Gómez Pérez,0.4,0.1329,495.1167,0.0476,16044.91,1.6402139982326989,0.0191093190840629,2,VIP,Alto,29,False,4,4,4,Champions
545,13678.37,Ana Gómez Díaz,0.379,0.4576,547.1348,0.0746,129603.58,4.495164235605372,0.3364017835173447,2,VIP,Alto,188,True,3,4,4,Leales
546,5806.17,Carlos Pérez Álvarez,0.3669,0.2659,483.8475,0.0741,25565.42,3.672806160838971,0.2536538507105145,2,VIP,Alto,819,True,2,4,4,En riesgo
547,14177.1,David García Díaz,0.3899,0.2791,746.1632,0.0625,105011.09,2.7588120419201316,0.1365227897751452,2,VIP,Alto,120,False,3,4,4,Leales
548,8551.38,Laura Pérez Gómez,0.3832,0.2353,503.0224,0.1515,55695.63,1.9507490620210584,0.4204904419110545,2,VIP,Alto,2,False,4,4,4,Champions
549,12456.97,Laura Díaz Sánchez,0.3692,0.3528,519.0404,0.0588,110388.6,3.100474012082135,0.1570146177475249,2,VIP,Alto,27,False,4,4,4,Champions
550,14298.87,David Martínez Sánchez,0.4,0.2677,794.3817,0.06,102942.45,2.7627224022833636,0.1264902991394647,2,VIP,Alto,152,False,3,4,4,Leales
551,5974.73,Ana Díaz Fernández,0.384,0.2412,426.7664,0.0909,32114.72,2.882935384263261,0.2789117729392753,2,VIP,Alto,229,True,3,4,4,Leales
552,10502.93,Javier Sánchez Gómez,0.4,0.4591,525.1465,0.0444,84029.62,4.980823757082279,0.2702158294543793,2,VIP,Alto,403,True,3,4,4,Leales
553,7122.25,Lucía Martínez Gómez,0.3661,0.2908,374.8553,0.0286,49538.85,2.6133439728318253,0.0106478018484141,2,VIP,Alto,152,False,3,4,4,Leales
554,15191.35,Javier Martínez Martínez,0.3842,0.3447,632.9729,0.04,140091.57,3.018311454417559,0.0683805416149237,2,VIP,Alto,85,False,4,4,4,Champions
555,7337.96,Carlos Álvarez Pérez,0.4,0.1536,733.796,0.04,29349.96,2.1536216033797904,0.0170830332598277,2,VIP,Alto,162,False,3,4,4,Leales
556,5818.7,Lucía Pérez Pérez,0.4,0.2487,447.5923,0.0345,30254.28,3.383771342488098,0.1109931468881091,2,VIP,Alto,292,True,3,4,4,Leales
557,14615.91,Alejandro Gómez Sánchez,0.3967,0.3433,608.9962,0.0154,139135.85,2.996628140761832,-0.0238936212409212,2,VIP,Alto,56,False,4,4,4,Champions
558,10784.0,Lucía Álvarez García,0.4,0.2955,513.5238,0.0213,90586.51,2.5026362509848417,-0.0333896561902752,2,VIP,Alto,22,False,4,4,4,Champions
559,21108.81,Alejandro Pérez López,0.4,0.3736,811.8773,0.058,219553.24,3.4087647918115493,0.1659984649377254,2,VIP,Alto,21,False,4,4,4,Champions
560,11030.52,Sergio Álvarez López,0.3826,0.3492,525.2629,0.0,88619.69,3.414028516381802,-0.0492013657347259,2,VIP,Alto,352,True,3,4,4,Leales
561,7174.38,Sergio Álvarez Pérez,0.3867,0.2255,448.3988,0.075,44397.62,1.9222030139181792,0.1322923527923562,2,VIP,Alto,26,False,4,4,4,Champions
562,8386.98,María Ruiz López,0.3829,0.271,524.1862,0.0811,51375.65,3.264266759260285,0.282279698300245,2,VIP,Alto,8,False,4,4,4,Champions
563,8778.59,Ana Gómez García,0.3946,0.184,675.2762,0.0303,45041.67,1.9166232394794027,-0.0404847771780845,2,VIP,Alto,34,False,4,4,4,Champions
564,12364.23,Marta López Martínez,0.3884,0.3969,515.1762,0.1273,115250.72,3.805505040820517,0.4801862614175614,2,VIP,Alto,98,False,3,4,4,Leales
565,14782.01,María Sánchez Ruiz,0.3903,0.4154,527.9289,0.0533,161531.95,3.5600235699250855,0.1674344917337616,2,VIP,Alto,39,False,4,4,4,Champions
566,14658.19,Javier Fernández López,0.3902,0.3604,610.7579,0.0,137286.12,3.2543697938100764,-0.0659131393151182,2,VIP,Alto,180,False,3,4,4,Leales
567,13706.25,María Pérez Sánchez,0.3965,0.3626,595.9239,0.0556,124999.12,3.5647376726166815,0.1890912303246494,2,VIP,Alto,26,False,4,4,4,Champions
568,12118.96,Carlos Martínez Gómez,0.4,0.3193,577.0933,0.02,101795.91,3.065569247876033,0.0076113626405607,2,VIP,Alto,100,False,3,4,4,Leales
569,10711.94,Marta Díaz Gómez,0.3866,0.3116,563.7863,0.1064,78671.99,3.3633917621047784,0.3740606083961897,2,VIP,Alto,48,False,4,4,4,Champions
570,9828.26,Lucía López Sánchez,0.4,0.2808,546.0144,0.0238,70760.64,2.916402831777424,0.0185896509004376,2,VIP,Alto,92,False,4,4,4,Champions
571,15776.27,Sergio Martínez Ruiz,0.4,0.3251,751.251,0.0556,132529.88,3.2478154020477317,0.1448185510217886,2,VIP,Alto,218,True,3,4,4,Leales
572,12398.97,Ana Fernández Martínez,0.3807,0.3231,590.4271,0.0755,99133.13,3.118692274533557,0.2203976468640323,2,VIP,Alto,130,False,3,4,4,Leales
573,7908.63,Lucía Gómez Gómez,0.4,0.241,527.242,0.0833,47446.17,2.6786701263050787,0.2218307486121916,2,VIP,Alto,225,True,3,4,4,Leales
574,18152.3,Alejandro Martínez López,0.3974,0.3269,789.2304,0.0299,165936.39,3.042322362666252,0.0350639417275312,2,VIP,Alto,2,False,4,4,4,Champions
575,9889.28,Ana López Álvarez,0.4,0.2537,581.7224,0.0408,67238.8,2.4952766411498155,0.0382687964427221,2,VIP,Alto,168,False,3,4,4,Leales
576,11485.64,Alejandro Díaz Álvarez,0.3875,0.2947,604.5074,0.0638,84555.62,3.042904110976841,0.1783717761772144,2,VIP,Alto,67,False,4,4,4,Champions
577,15343.08,Lucía López Fernández,0.3875,0.3708,639.295,0.0357,142709.12,3.5546968166315653,0.105729180961962,2,VIP,Alto,56,False,4,4,4,Champions
578,12505.96,Alejandro López Álvarez,0.377,0.2897,625.298,0.0377,94289.97,2.6633790512011455,0.0357144182001486,2,VIP,Alto,112,False,3,4,4,Leales
579,13547.01,Ana García Díaz,0.3894,0.3298,615.7732,0.0192,116042.18,3.0671565362659265,-0.003674013476295,2,VIP,Alto,153,False,3,4,4,Leales
580,10156.34,Ana Fernández Sánchez,0.3953,0.3383,461.6518,0.04,88328.7,3.104327506990608,0.0909169426953457,2,VIP,Alto,91,False,4,4,4,Champions
581,9570.09,Lucía García Pérez,0.38,0.3069,455.7186,0.0217,76377.25,2.698013072297548,-0.0101673043589244,2,VIP,Alto,29,False,4,4,4,Champions
582,10245.23,Javier Ruiz Fernández,0.3953,0.2786,569.1794,0.0,72889.03,2.8578884084566245,-0.0821250492873016,2,VIP,Alto,146,False,3,4,4,Leales
583,6971.91,Marta Sánchez García,0.4,0.3598,435.7444,0.0,44617.77,4.437450426703793,0.0700424388838172,2,VIP,Alto,350,True,3,4,4,Leales
584,10314.94,David Fernández Álvarez,0.4,0.2636,606.7612,0.0909,70150.67,2.8771272219156794,0.2746043890157297,2,VIP,Alto,13,False,4,4,4,Champions
585,6025.43,Marta Ruiz Gómez,0.3761,0.2004,430.3879,0.0741,31729.21,1.7826143150565033,0.119295046813789,2,VIP,Alto,72,False,4,4,4,Champions
586,12018.52,Sergio Martínez Ruiz,0.4,0.2999,572.3105,0.0625,100969.93,2.6676611189977497,0.1363017542426629,2,VIP,Alto,14,False,4,4,4,Champions
587,12095.07,Carlos Álvarez Martínez,0.3921,0.3284,549.7759,0.0196,104347.77,2.991580857536805,-0.0040945474409493,2,VIP,Alto,120,False,3,4,4,Leales
588,12264.14,Laura Fernández Fernández,0.3883,0.3087,557.4609,0.0816,104767.79,2.6190709402463206,0.2020655586171703,2,VIP,Alto,9,False,4,4,4,Champions
